crawl,1,12,2,3,4,6,9
CC-MAIN-2008-2009,1790932667,nan,nan,nan,nan,nan,nan
CC-MAIN-2009-2010,2301135881,nan,3824634756,nan,nan,nan,nan
CC-MAIN-2012,3597338329,nan,5338230492,6700436803,nan,nan,nan
CC-MAIN-2013-20,1666857706,nan,5102564526,6794857295,8195754186,nan,nan
CC-MAIN-2013-48,2085501361,nan,2814463798,6240947269,7934679100,nan,nan
CC-MAIN-2014-10,2032050611,nan,2670134814,3337225376,6725333686,9832774963,nan
CC-MAIN-2014-15,1718646762,nan,2269648596,2804213185,3467517290,8545885193,nan
CC-MAIN-2014-23,2116640253,nan,2508686420,2814919207,3225671322,7252594573,nan
CC-MAIN-2014-35,1877746879,nan,2378823435,2688988045,2947488273,3964962965,10458526844
CC-MAIN-2014-41,1980620845,nan,2272644005,2601497773,2889897351,3501256106,9209551673
CC-MAIN-2014-42,1602175249,nan,2167042315,2415496146,2698811403,3205015840,7590387789
CC-MAIN-2014-49,1321875973,10722997344,1856602934,2272718194,2498752932,3039372985,4245175437
CC-MAIN-2014-52,1905493151,9419407885,2048360670,2239881411,2492504015,2892401473,3725944955
CC-MAIN-2015-06,1679287071,7775153522,2100950452,2208216202,2375016211,2753064126,3428622028
CC-MAIN-2015-11,1685659195,4547219851,2070364891,2361569754,2452617129,2807861364,3381927848
CC-MAIN-2015-14,1514869973,3978557342,1995315397,2247254101,2490479859,2707608520,3233872061
CC-MAIN-2015-18,1934559347,3733516984,2129341154,2313250930,2479757369,2738619103,3171193476
CC-MAIN-2015-22,1836492906,3637184874,2210849367,2336416081,2474778730,2773418454,3124299031
CC-MAIN-2015-27,1531042999,3504376280,2074983989,2354812587,2466265633,2713029125,3047351063
CC-MAIN-2015-32,1649248826,3411454100,1957222773,2252288208,2480722496,2691372578,3013328428
CC-MAIN-2015-35,1673197542,3356264728,1960637890,2150631881,2385683293,2680198957,3036367263
CC-MAIN-2015-40,1215112821,3272730053,1880574946,2102012064,2265845388,2671200407,2969836620
CC-MAIN-2015-48,1644173738,3269369708,1874444927,2124422294,2291480136,2627452451,2973683472
CC-MAIN-2016-07,1560185771,3302286301,1938230429,2095920811,2294445055,2569770285,2982529495
CC-MAIN-2016-18,1335046923,3221940976,1762852237,2056977558,2195060854,2502413881,2944935037
CC-MAIN-2016-22,1466220798,3318087171,1720103378,2023116266,2298830078,2591699621,3006564226
CC-MAIN-2016-26,1236815660,3277132629,1687590694,1874360729,2145998219,2519975153,2904804076
CC-MAIN-2016-30,1632457174,3395341138,1821143340,2033027096,2170980278,2625071858,2993482544
CC-MAIN-2016-36,1558553055,3383126164,1943622715,2066276054,2220373904,2558454276,3014372483
CC-MAIN-2016-40,1690810255,3421186613,1924600759,2194852775,2297154694,2558817748,3072547225
CC-MAIN-2016-44,3200654906,4989344103,3521602715,3685227823,3924042245,4156389144,4660920304
CC-MAIN-2016-50,2822871128,5358777996,3865932493,4081634184,4222536091,4507176714,4960693985
CC-MAIN-2017-04,3116143133,5714674302,3733768705,4455059090,4634572990,4950240900,5262628013
CC-MAIN-2017-09,2927969262,6079377490,3935057069,4354453546,4965823742,5263421140,5614505233
CC-MAIN-2017-13,3036216177,6653640531,4058774798,4781357539,5149796452,5894926449,6236818461
CC-MAIN-2017-17,2907715349,7021341798,4335119428,5003153239,5411920389,6335193937,6727708548
CC-MAIN-2017-22,2918934207,7407877742,4722225671,5247275367,5584480004,6263883681,7067706901
CC-MAIN-2017-26,3134206224,8072789255,5025036839,5779803610,6112818705,6759925393,7761965864
CC-MAIN-2017-30,2845357895,8561307519,5458538980,6208963954,6536861924,7114582528,8190227801
CC-MAIN-2017-34,3256820690,9260741526,5756777618,6430357494,7112877630,7686106569,8594561433
CC-MAIN-2017-39,2981741134,10045005372,5940034058,6989390788,7555704239,8321913096,9204158854
CC-MAIN-2017-43,3612710595,10821737191,6510094580,7319682064,8174062430,9014909756,9835397477
CC-MAIN-2017-47,3176376980,11217349783,6710795851,7722206045,8375247142,9532840451,10349835157
CC-MAIN-2017-51,2894523756,11642030295,6045013407,7681214257,8484310391,9952200757,10827795343
CC-MAIN-2018-05,3433021579,12470563915,6245202192,8281354819,9244957448,10611300741,11716360337
CC-MAIN-2018-09,3457773652,13322412540,6879055877,8753463733,9684354163,11295089182,12548963665
CC-MAIN-2018-13,3198644180,13885356708,6620223851,9092911747,9845201117,11460743447,13045614992
CC-MAIN-2018-17,3075796938,14276375332,6173779601,8595591919,9982712294,11393256342,13234300556
CC-MAIN-2018-22,2760510003,14593795578,5730210533,7981653671,9630374744,11367149069,13388852674
CC-MAIN-2018-26,3035256963,15000574113,5765513719,7818358756,9314231857,11539161457,13417447203
CC-MAIN-2018-30,3216428094,15159747362,6224839843,8300831228,9527768209,11291063248,13386164986
CC-MAIN-2018-34,2651873292,15349186887,5860690482,7916325236,9244077886,11120699520,13437470142
CC-MAIN-2018-39,2809230609,15244154700,5444842794,7408970490,8739344993,10973721782,13453198523
CC-MAIN-2018-43,3009250058,15204706752,5809500310,6903649830,8247279458,10664093214,13134798674
CC-MAIN-2018-47,2613775730,15285198672,5604096569,7124978165,7908935774,10303607798,13034660078
CC-MAIN-2018-51,3126936231,15537877536,5638710615,7365584034,8200552050,10003441223,13143506966
CC-MAIN-2019-04,2862395712,15465738071,6027205484,7329545621,8380441558,9768293009,13078783242
CC-MAIN-2019-09,2884823295,15424307911,5651701997,7426849816,8312709397,10000849820,12782712914
CC-MAIN-2019-13,2543088606,15368676187,5330417167,6909270598,8329726406,10045283284,12375359274
CC-MAIN-2019-18,2472089618,15176654917,4988463746,6595046308,7912728102,9984314003,12020808632
CC-MAIN-2019-22,2652632174,15079501231,5085892921,6575963620,7810471953,10225944748,12353912414
CC-MAIN-2019-26,2571282259,14972269495,5188411493,6634008519,7762961532,10004482307,12689935261
CC-MAIN-2019-30,2570908353,14663012628,5012203245,6607458427,7780181445,9819185899,12750013623
CC-MAIN-2019-35,2927837229,15360386075,5405804678,6902465484,8175093156,10122619342,13310865078
CC-MAIN-2019-39,2538726203,15852601084,5422687509,7062830456,8243843855,10349355860,13347001708
CC-MAIN-2019-43,2993600398,16194261848,5420555922,7318981335,8539983786,10735558696,13469604952
CC-MAIN-2019-47,2567604470,16689389386,5406243082,7056681768,8686549176,10841741253,13697889358
CC-MAIN-2019-51,2451407069,16651071975,4897364558,7010240087,8523324012,10887406425,13748244251
CC-MAIN-2020-05,3073345461,16612681521,4866838888,6579469907,8450624455,10924768940,13924676092
CC-MAIN-2020-10,2608200380,16846620247,5374716471,6922864426,8413345899,11119748687,14114627495
CC-MAIN-2020-16,2862109363,17072531233,4884563161,6814012518,8280608793,11263044403,14322438231
CC-MAIN-2020-24,2739217355,17385530205,5295535145,7086553027,8796836054,11276575427,14608017700
CC-MAIN-2020-29,3115135038,17575587786,5761148134,7314502707,8970998929,11648711820,14861414998
CC-MAIN-2020-34,2429402562,17740048551,5506384671,7579860899,8986058099,11851444284,15056541648
CC-MAIN-2020-40,3446549212,18472665636,5770323568,7891993007,9773754487,12427161838,15469338063
CC-MAIN-2020-45,2709830599,19066253268,6070506795,7827673474,9787709971,12726651229,16144851741
CC-MAIN-2020-50,2623030081,19568235827,5300297356,7799175349,9467573340,12981490742,16576920480
CC-MAIN-2021-04,3374268802,19786340303,5889311083,7720391747,9574225899,12903059456,16953858229
CC-MAIN-2021-10,2717572573,20297261720,5990832044,7676032540,9295491663,12575242600,17160672855
CC-MAIN-2021-17,3116314669,20872200529,5802784011,7893431719,9432293889,12683145383,17508283534
CC-MAIN-2021-21,2616289925,21190983173,5718251449,7656768040,9572349264,12457802579,17211843630
CC-MAIN-2021-25,2443174594,21247885942,5008082717,7882003922,9442957535,12557820570,16962863821
CC-MAIN-2021-31,3148285250,21236090301,5479050129,7308069398,9307036599,12524665742,16796276362
CC-MAIN-2021-39,2942372881,21205644873,6022435140,7672066493,9289153628,12452033994,16754719401
CC-MAIN-2021-43,3332276463,21205538070,6262527417,8126259455,9629124215,12791724784,17011781635
CC-MAIN-2021-49,2510642167,21498748761,5739798414,8547339940,10108588582,13018149788,17387061597
CC-MAIN-2022-05,2971085259,21439066834,5407415444,8210859755,10320657898,13200772000,17474990755
